D:\Projects\Datasets\3dsmax\evaluate\Train\interior\GroundTruth\interior max_Perspective.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\interior\Normals\interior max_Perspective_normal.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\interior\Position\interior max_Perspective_D_Z Depth.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\red room4\GroundTruth\red room4_Camera001 - 副本 (2).exr,D:\Projects\Datasets\3dsmax\evaluate\Train\red room4\Normals\red room4_Camera001_normal - 副本 (2).exr,D:\Projects\Datasets\3dsmax\evaluate\Train\red room4\Position\red room4_Camera001_d_Z Depth - 副本 (2).exr
D:\Projects\Datasets\3dsmax\evaluate\Train\red room4\GroundTruth\red room4_Camera001 - 副本 (3).exr,D:\Projects\Datasets\3dsmax\evaluate\Train\red room4\Normals\red room4_Camera001_normal - 副本 (3).exr,D:\Projects\Datasets\3dsmax\evaluate\Train\red room4\Position\red room4_Camera001_d_Z Depth - 副本 (3).exr
D:\Projects\Datasets\3dsmax\evaluate\Train\red room4\GroundTruth\red room4_Camera001 - 副本 (4).exr,D:\Projects\Datasets\3dsmax\evaluate\Train\red room4\Normals\red room4_Camera001_normal - 副本 (4).exr,D:\Projects\Datasets\3dsmax\evaluate\Train\red room4\Position\red room4_Camera001_d_Z Depth - 副本 (4).exr
D:\Projects\Datasets\3dsmax\evaluate\Train\red room4\GroundTruth\red room4_Camera001 - 副本.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\red room4\Normals\red room4_Camera001_normal - 副本.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\red room4\Position\red room4_Camera001_d_Z Depth - 副本.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\red room4\GroundTruth\red room4_Camera001.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\red room4\Normals\red room4_Camera001_normal.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\red room4\Position\red room4_Camera001_d_Z Depth.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\GroundTruth\247_House 15_vray_Perspective.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Normals\247_House 15_vray_Perspective_normal.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Position\247_House 15_vray_Perspective_VRaySamplerInfo.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\GroundTruth\chair._Camera001.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Normals\chair._Camera001_normal.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Position\chair._Camera001_VRaySamplerInfo.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\GroundTruth\Parthenon_Perspective.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Normals\Parthenon_Perspective_normal.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Position\Parthenon_Perspective_VRaySamplerInfo.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\GroundTruth\scene_06_Camera019.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Normals\scene_06_Camera019_normal.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Position\scene_06_Camera019_D_Z Depth.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\GroundTruth\scene_06_Camera020_ao.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Normals\scene_06_Camera020_normal.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Position\scene_06_Camera020_d_Z Depth.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\GroundTruth\scene_06_Perspective.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Normals\scene_06_Perspective_normal.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Position\scene_06_Perspective_d_Z Depth.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\GroundTruth\scene_09_Orthographic.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Normals\scene_09_Orthographic_normal.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Position\scene_09_Orthographic_VRaySamplerInfo.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\GroundTruth\scene_16_Camera025_D.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Normals\scene_16_Camera025_normal.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Position\scene_16_Camera025_D_Z Depth.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\GroundTruth\scene_19_Camera001.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Normals\scene_19_Camera001_normal.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Position\scene_19_Camera001_VRaySamplerInfo.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\GroundTruth\scene_20_Perspective.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Normals\scene_20_Perspective_normal.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Position\scene_20_Perspective_VRaySamplerInfo.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\GroundTruth\scene_21_Camera001.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Normals\scene_21_Camera001_normal.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Position\scene_21_Camera001_VRaySamplerInfo.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\GroundTruth\scene_22_Camera001.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Normals\scene_22_Camera001_normal.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Position\scene_22_Camera001_VRaySamplerInfo.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\GroundTruth\scene_23_Camera001.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Normals\scene_23_Camera001_normal.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Position\scene_23_Camera001_VRaySamplerInfo.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\GroundTruth\scene_24_Camera001.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Normals\scene_24_Camera001_normal.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Position\scene_24_Camera001_VRaySamplerInfo.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\GroundTruth\sponza_Camera001_d.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Normals\sponza_Camera001_d_normal.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Position\sponza_Camera001_d_Z Depth.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\GroundTruth\Touareg_Camera001.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Normals\Touareg_Camera001_normal.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene06\Position\Touareg_Camera001_VRaySamplerInfo.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010005.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010005.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010005.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010006.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010006.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010006.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010007.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010007.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010007.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010008.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010008.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010008.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010009.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010009.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010009.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010010.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010010.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010010.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010011.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010011.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010011.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010012.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010012.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010012.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010013.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010013.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010013.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010014.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010014.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010014.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010015.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010015.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010015.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010016.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010016.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010016.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010017.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010017.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010017.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010018.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010018.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010018.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010019.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010019.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010019.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010020.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010020.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010020.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010021.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010021.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010021.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010022.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010022.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010022.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010023.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010023.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010023.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010024.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010024.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010024.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010025.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010025.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010025.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010026.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010026.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010026.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010027.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010027.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010027.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010028.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010028.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010028.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010029.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010029.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010029.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010030.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010030.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010030.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010031.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010031.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010031.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010032.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010032.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010032.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010033.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010033.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010033.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010034.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010034.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010034.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010035.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010035.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010035.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010036.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010036.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010036.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010037.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010037.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010037.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010038.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010038.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010038.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010039.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010039.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010039.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010040.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010040.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010040.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010041.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010041.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010041.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010042.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010042.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010042.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010043.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010043.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010043.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010044.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010044.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010044.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010045.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010045.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010045.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010046.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010046.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010046.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010047.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010047.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010047.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010048.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010048.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010048.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010049.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010049.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010049.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010050.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010050.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010050.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010051.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010051.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010051.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View010052.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View010052.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View010052.exr
